what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516461696816
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516461705975
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516461812571
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516461823023
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516461827999
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1516461841429
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516461849837
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516461857715
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1516461861176
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1516461895110
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516461910870
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516461938718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1516461964426
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516461999802
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516462008492
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1516462010163
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1516462010431
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1516462010453
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1516462010533
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1516462010703
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516462011165
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516462013842
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1516462014096
started,bundle,org.eclipse.wst.common.emf,1.2.1.v201008260500,"org.eclipse.wst.common.emf",1516462014121
started,bundle,org.eclipse.jem.util,2.1.2.v201008120100,"org.eclipse.jem.util",1516462014154
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.2.v201008242000,"org.eclipse.wst.common.emfworkbench.integration",1516462014156
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1516462014178
started,bundle,org.eclipse.wst.common.modulecore,1.2.3.v201008242000,"org.eclipse.wst.common.modulecore",1516462014181
started,bundle,org.eclipse.jst.j2ee.core,1.2.2.v201008120100,"org.eclipse.jst.j2ee.core",1516462014234
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1516462014275
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1516462014329
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1516462014360
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1516462014409
started,bundle,org.eclipse.jst.j2ee,1.1.402.v201009151730,"org.eclipse.jst.j2ee",1516462014446
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1516462014454
started,bundle,org.eclipse.jst.jee,1.0.301.v201007151900,"org.eclipse.jst.jee",1516462014484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516462014518
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516462016302
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1516462017204
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1516462017541
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1516462021675
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516462027319
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1516462032158
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1516462039387
