what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1517031409695
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1517031409717
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1517031409780
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1517031409817
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1517031409880
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1517031409895
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1517031409964
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1517031410133
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1517031416371
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031427924
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031457145
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1517031476466
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031485021
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031485968
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1517031489961
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1517031501249
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1517031504668
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1517031504684
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1517031504846
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1517031504849
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1517031504946
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1517031504952
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1517031505299
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031533587
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031580029
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1517031582564
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1517031594156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031602682
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031612654
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031625254
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031660014
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031660161
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031660530
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1517031662515
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1517031674901
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031680124
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1517031702436
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1517031705992
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1517031709916
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1517031716367
